accuracy,loss,val_accuracy,val_loss
0.7000962495803833,0.6303033232688904,0.72723388671875,0.5798050165176392
0.7080081105232239,0.5767448544502258,0.7268063426017761,0.5839705467224121
0.7271463871002197,0.5169274806976318,0.7242411375045776,0.7041592597961426
0.7598631381988525,0.4634819030761719,0.7037195563316345,0.7021037340164185
0.7728001475334167,0.42371901869773865,0.707139790058136,0.807738184928894
